id,date,problem,race,gender,location,precinct
17-044791,2017-02-07T21:52:25Z,suspicious,,,44.97736687 -93.2717965,1
17-044816,2017-02-07T22:16:32Z,suspicious,Other,Male,44.94633075 -93.27411968,3
17-044818,2017-02-07T22:16:39Z,traffic,White,Female,44.90414 -93.27932,5
17-044830,2017-02-07T22:26:54Z,traffic,Black,Female,44.98608116 -93.30512035,4
17-044844,2017-02-07T22:36:11Z,suspicious,,,44.97543284 -93.27342211,1
17-044855,2017-02-07T22:44:31Z,suspicious,Black,Male,45.0177557 -93.30825905,4
17-044856,2017-02-07T22:45:13Z,suspicious,,,44.96276 -93.23299,3
17-044859,2017-02-07T22:47:50Z,traffic,White,Female,44.95195 -93.27535,5
17-044860,2017-02-07T22:48:05Z,suspicious,Black,Male,44.96496986 -93.23492152,1
17-044862,2017-02-07T22:50:57Z,traffic,Black,Male,45.01318067 -93.24033109,2
17-044869,2017-02-07T22:55:54Z,suspicious,White,Male,44.97543284 -93.27342211,1
17-044888,2017-02-07T23:04:53Z,traffic,Black,Female,45.01152123 -93.2491276,2
17-044907,2017-02-07T23:21:21Z,traffic,Black,Male,44.99149757 -93.30007128,4
17-044916,2017-02-07T23:28:49Z,suspicious,Unknown,Male,44.94748264 -93.29065491,5
17-044928,2017-02-07T23:37:26Z,suspicious,Unknown,Unknown,44.94955167 -93.28134598,5
17-044938,2017-02-07T23:43:01Z,suspicious,East African,Male,44.94954814 -93.28300416,5
17-044941,2017-02-07T23:44:28Z,traffic,White,Female,45.00594 -93.25095,2
17-044944,2017-02-07T23:45:23Z,suspicious,Unknown,Male,44.89880251 -93.30229859,5
17-044949,2017-02-07T23:48:43Z,suspicious,Black,Male,44.96276217 -93.24512314,3
17-044955,2017-02-07T23:57:13Z,traffic,Other,Male,44.94834712 -93.28052287,5
17-044962,2017-02-08T00:01:31Z,traffic,Black,Male,45.00261 -93.29717,4
17-044969,2017-02-08T00:10:04Z,suspicious,,,45.00867213 -93.2981055,4
17-044971,2017-02-08T00:10:55Z,traffic,,,44.95554228 -93.29505008,5
17-044975,2017-02-08T00:14:58Z,traffic,Black,Male,44.99307 -93.30446,4
17-044987,2017-02-08T00:29:13Z,traffic,White,Male,44.95919398 -93.27719767,5
17-044990,2017-02-08T00:37:46Z,suspicious,,,44.96269 -93.26511,3
17-044998,2017-02-08T00:50:40Z,suspicious,,,45.0167 -93.28929,4
17-045042,2017-02-08T01:30:30Z,suspicious,,,44.98504707 -93.28019274,1
17-045050,2017-02-08T01:36:55Z,traffic,White,Male,44.99870816 -93.25689619,2
17-045056,2017-02-08T01:39:59Z,suspicious,Black,Male,44.99307 -93.30069,4
17-045064,2017-02-08T01:45:29Z,suspicious,Native American,Female,44.96271 -93.25819,3
17-045068,2017-02-08T01:47:09Z,traffic,Black,Male,44.95554 -93.27787,5
17-045089,2017-02-08T02:05:02Z,traffic,White,Female,45.01767585 -93.24740756,2
17-045096,2017-02-08T02:13:38Z,traffic,East African,Male,44.99109303 -93.24664356,2
17-045098,2017-02-08T02:15:04Z,suspicious,Black,Male,44.97543284 -93.27342211,1
17-045105,2017-02-08T02:23:36Z,traffic,White,Female,45.01317 -93.26155,2
17-045115,2017-02-08T02:31:18Z,suspicious,Black,Male,45.03441322 -93.30598758,4
17-045148,2017-02-08T02:55:56Z,traffic,,,45.02761 -93.24728,2
17-045155,2017-02-08T03:00:49Z,traffic,,,44.94834 -93.27969,5
17-045163,2017-02-08T03:06:39Z,traffic,,,45.03123 -93.24724,2
17-045167,2017-02-08T03:10:14Z,traffic,White,Female,44.9027372 -93.27809735,5
17-045173,2017-02-08T03:13:54Z,suspicious,,,44.94315 -93.27792,5
17-045174,2017-02-08T03:14:40Z,traffic,,,45.01948114 -93.24741528,2
17-045187,2017-02-08T03:25:34Z,suspicious,Unknown,Unknown,44.91699466 -93.2511258,3
17-045195,2017-02-08T03:31:04Z,traffic,Other,Male,45.01 -93.26311,2
17-045198,2017-02-08T03:34:31Z,traffic,White,Female,44.89624184 -93.27537179,5
17-045207,2017-02-08T03:42:04Z,traffic,White,Male,44.93859543 -93.28820235,5
17-045213,2017-02-08T03:44:23Z,traffic,,,44.89784413 -93.28999029,5
17-045238,2017-02-08T04:00:16Z,suspicious,Black,Male,44.94746485 -93.27969498,5
17-045261,2017-02-08T04:14:24Z,traffic,Black,Male,45.01266984 -93.264651,2
17-045263,2017-02-08T04:16:00Z,traffic,Black,Male,44.94225973 -93.27406863,3
17-045264,2017-02-08T04:16:09Z,traffic,Black,Male,44.94659 -93.2797,5
17-045269,2017-02-08T04:18:02Z,suspicious,East African,Male,44.95734 -93.2524,3
17-045271,2017-02-08T04:18:30Z,suspicious,Black,Male,45.05033612 -93.31946705,4
17-045273,2017-02-08T04:19:09Z,traffic,Black,Male,44.96229704 -93.29163482,5
17-045274,2017-02-08T04:19:46Z,traffic,White,Female,45.02045697 -93.3076319,4
17-045278,2017-02-08T04:23:12Z,traffic,Black,Male,44.96454106 -93.25968431,3
17-045281,2017-02-08T04:25:00Z,traffic,East African,Male,44.96000811 -93.28126751,5
17-045287,2017-02-08T04:31:17Z,traffic,Unknown,Male,44.98513 -93.25066,2
17-045289,2017-02-08T04:31:59Z,traffic,Black,Male,44.96269 -93.27275,5
17-045291,2017-02-08T04:35:04Z,suspicious,Unknown,Unknown,45.03758434 -93.29140573,4
17-045296,2017-02-08T04:38:10Z,traffic,Black,Male,44.94836293 -93.28873705,5
17-045302,2017-02-08T04:44:35Z,traffic,White,Male,44.9626973 -93.28609454,5
17-045305,2017-02-08T04:46:44Z,traffic,East African,Male,44.95134737 -93.28133076,5
17-045307,2017-02-08T04:47:10Z,suspicious,East African,Male,44.94660031 -93.28053439,5
17-045314,2017-02-08T04:51:17Z,traffic,White,Female,44.95374 -93.28805,5
17-045315,2017-02-08T04:52:16Z,traffic,White,Male,45.00525 -93.25628,2
17-045316,2017-02-08T04:52:21Z,traffic,Native American,Male,44.95957971 -93.24222465,3
17-045331,2017-02-08T05:03:37Z,traffic,Latino,Female,44.92868 -93.25239,3
17-045333,2017-02-08T05:04:32Z,traffic,East African,Male,44.96180795 -93.28800649,5
17-045334,2017-02-08T05:04:44Z,traffic,Black,Male,45.01580716 -93.2892917,4
17-045354,2017-02-08T05:27:00Z,suspicious,Latino,Male,44.95553 -93.26639,3
17-045359,2017-02-08T05:31:24Z,traffic,Latino,Male,45.00802276 -93.25698443,2
17-045391,2017-02-08T06:16:58Z,traffic,Black,Female,44.94835251 -93.27094948,3
17-045392,2017-02-08T06:18:36Z,traffic,Black,Male,45.00963 -93.30822,4
17-045404,2017-02-08T06:34:16Z,suspicious,Black,Male,44.95464106 -93.24736686,3
17-045405,2017-02-08T06:34:23Z,traffic,Black,Male,44.93412 -93.27791,5
17-045424,2017-02-08T07:10:13Z,traffic,Unknown,Unknown,44.95195 -93.28807,5
17-045426,2017-02-08T07:10:52Z,traffic,East African,Male,45.00387 -93.3082,4
17-045428,2017-02-08T07:11:55Z,traffic,Unknown,Male,44.98686048 -93.23879343,2
17-045430,2017-02-08T07:22:32Z,traffic,Unknown,Unknown,44.95284261 -93.27965923,5
17-045441,2017-02-08T07:53:42Z,suspicious,Unknown,Male,44.98835257 -93.24415515,2
17-045446,2017-02-08T08:00:22Z,traffic,Black,Male,45.00152 -93.29875,4
17-045447,2017-02-08T08:00:56Z,traffic,Black,Female,44.99833279 -93.26332955,2
17-045450,2017-02-08T08:05:42Z,traffic,Latino,Male,45.01316 -93.2509,2
17-045458,2017-02-08T08:17:10Z,traffic,Black,Male,44.9483642 -93.29001302,5
17-045464,2017-02-08T08:23:00Z,traffic,Black,Male,44.94837 -93.24996,3
17-045473,2017-02-08T08:37:24Z,traffic,White,Male,44.96269 -93.27149,5
17-045477,2017-02-08T08:43:34Z,suspicious,Black,Male,44.97802 -93.27703,1
17-045482,2017-02-08T08:57:46Z,traffic,Black,Male,45.01317 -93.25551,2
17-045492,2017-02-08T09:17:30Z,traffic,,,44.96458472 -93.27275648,5
17-045502,2017-02-08T09:38:24Z,suspicious,Black,Male,45.01398311 -93.28493554,4
17-045513,2017-02-08T10:33:05Z,suspicious,White,Male,44.97406963 -93.2789404,1
17-045524,2017-02-08T11:33:31Z,traffic,Black,Male,44.95374 -93.25246,3
17-045565,2017-02-08T14:03:53Z,traffic,Black,Female,45.00955 -93.29432,4
17-045587,2017-02-08T14:47:41Z,traffic,Black,Male,45.02407 -93.30579,4
17-045608,2017-02-08T15:17:05Z,traffic,Black,Male,45.01316 -93.25672,2
17-045620,2017-02-08T15:28:29Z,suspicious,Unknown,Unknown,44.9732867099999 -93.28801774,5
17-045625,2017-02-08T15:37:09Z,suspicious,,,44.97839171 -93.27422196,1
17-045639,2017-02-08T15:50:28Z,suspicious,White,Male,44.94958302 -93.27664165,5
17-045640,2017-02-08T15:51:02Z,traffic,,,44.97089318 -93.21501079,2
17-045653,2017-02-08T16:14:54Z,traffic,White,Male,44.98889 -93.27858,1
17-045668,2017-02-08T16:32:40Z,traffic,Latino,Male,45.01316 -93.27173,2
17-045672,2017-02-08T16:34:21Z,traffic,White,Female,44.95390606 -93.29987732,5
17-045678,2017-02-08T16:39:54Z,traffic,White,Female,44.95334138 -93.30090409,5
17-045686,2017-02-08T16:46:24Z,traffic,White,Female,44.95334138 -93.30090409,5
17-045690,2017-02-08T16:50:25Z,traffic,White,Female,44.95507459 -93.30012144,5
17-045697,2017-02-08T16:57:42Z,suspicious,,,44.96889 -93.28807,5
17-045698,2017-02-08T16:58:42Z,traffic,White,Male,44.94958302 -93.27664165,5
17-045699,2017-02-08T16:58:44Z,traffic,White,Female,44.95334138 -93.30090409,5
17-045724,2017-02-08T17:24:54Z,traffic,White,Male,44.95334138 -93.30090409,5
17-045731,2017-02-08T17:27:33Z,traffic,White,Female,44.95507459 -93.30012144,5
17-045739,2017-02-08T17:33:04Z,traffic,Other,Female,44.95334138 -93.30090409,5
17-045747,2017-02-08T17:38:12Z,traffic,White,Male,44.95390606 -93.29987732,5
17-045750,2017-02-08T17:41:17Z,suspicious,,,44.96842357 -93.26105795,1
17-045760,2017-02-08T17:49:23Z,traffic,Black,Male,44.96269 -93.27781,5
17-045776,2017-02-08T18:04:28Z,traffic,White,Male,44.95913 -93.28803,5
17-045785,2017-02-08T18:13:45Z,traffic,,,44.99415 -93.29718,4
17-045791,2017-02-08T18:19:05Z,traffic,Black,Male,45.01316 -93.27173,2
17-045801,2017-02-08T18:26:20Z,traffic,White,Male,45.00442 -93.23589,2
17-045805,2017-02-08T18:29:41Z,suspicious,Black,Male,44.98123218 -93.26858671,1
17-045807,2017-02-08T18:31:05Z,traffic,White,Female,45.01316 -93.27173,2
17-045810,2017-02-08T18:32:14Z,traffic,Native American,Female,44.9600315 -93.27783609,5
17-045814,2017-02-08T18:35:45Z,traffic,,,44.9821 -93.24306,2
17-045821,2017-02-08T18:46:04Z,traffic,Black,Female,45.01861 -93.27014,2
17-045823,2017-02-08T18:50:32Z,traffic,White,Female,44.96179589 -93.27274189,5
17-045831,2017-02-08T18:54:19Z,suspicious,Black,Male,44.96331865 -93.26255347,3
17-045834,2017-02-08T18:57:04Z,traffic,,,44.98793 -93.21774,2
17-045842,2017-02-08T19:04:19Z,traffic,Black,Male,45.01317 -93.26313,2
17-045844,2017-02-08T19:05:42Z,traffic,East African,Male,44.99149 -93.24356,2
17-045852,2017-02-08T19:11:47Z,traffic,White,Male,44.99197 -93.28954,4
17-045856,2017-02-08T19:18:35Z,traffic,Native American,Female,45.01498 -93.26315,2
17-045859,2017-02-08T19:20:51Z,suspicious,Unknown,Unknown,44.9732867099999 -93.28801774,5
17-045874,2017-02-08T19:38:17Z,suspicious,,,44.98287 -93.27252,1
17-045918,2017-02-08T20:20:13Z,traffic,Black,Male,44.96458504 -93.27403296,5
17-045920,2017-02-08T20:22:25Z,suspicious,Black,Female,44.97606037 -93.27488495,1
17-045932,2017-02-08T20:39:07Z,suspicious,White,Male,45.01406587 -93.24733737,2
17-045934,2017-02-08T20:42:44Z,suspicious,Black,Male,44.99023548 -93.30070211,4
17-045941,2017-02-08T20:48:33Z,traffic,Black,Male,44.95463802 -93.27787759,5
17-045944,2017-02-08T20:49:50Z,suspicious,Black,Male,44.96270553 -93.2618168,3
17-045947,2017-02-08T20:52:25Z,traffic,Black,Male,45.00595 -93.29417,4
17-045962,2017-02-08T21:02:14Z,traffic,Black,Male,44.99520997 -93.30067798,4
17-045970,2017-02-08T21:13:23Z,traffic,Black,Male,44.99523 -93.30822,4
17-045982,2017-02-08T21:23:59Z,traffic,Latino,Female,45.01316 -93.25244,2
17-045987,2017-02-08T21:30:10Z,suspicious,White,Male,45.02045222 -93.2339167,2
17-045988,2017-02-08T21:32:07Z,traffic,White,Male,45.01669 -93.28497,4
17-046001,2017-02-08T21:42:45Z,traffic,Black,Male,45.01326 -93.31334,4
17-046006,2017-02-08T21:45:38Z,traffic,Black,Female,44.96269 -93.27275,5
17-046008,2017-02-08T21:46:29Z,traffic,Black,Male,45.01584633 -93.29559151,4
17-046013,2017-02-08T21:48:39Z,suspicious,Native American,Female,44.94835183 -93.26839478,3
17-046017,2017-02-08T21:54:51Z,traffic,Black,Female,45.01313258 -93.29495668,4
17-046031,2017-02-08T22:04:49Z,traffic,Black,Male,45.01411528 -93.30318077,4
17-046043,2017-02-08T22:15:33Z,traffic,,,44.9915 -93.30069,4
17-046045,2017-02-08T22:20:13Z,traffic,Native American,Male,45.01764448 -93.29432832,4
17-046064,2017-02-08T22:41:40Z,traffic,Black,Male,45.00952 -93.29053,4
17-046083,2017-02-08T23:01:26Z,traffic,Black,Male,44.94837 -93.2932,5
17-046101,2017-02-08T23:21:38Z,traffic,Black,Male,44.96332127 -93.27021121,5
17-046105,2017-02-08T23:26:33Z,traffic,Black,Male,44.99915 -93.29258,4
17-046128,2017-02-08T23:50:36Z,traffic,Other,Male,44.94748219 -93.29320283,5
17-046135,2017-02-08T23:57:51Z,traffic,White,Male,44.95004 -93.28935,5
17-046139,2017-02-09T00:02:36Z,traffic,Black,Female,44.99914 -93.28799,4
17-046143,2017-02-09T00:07:16Z,traffic,Black,Male,44.97718885 -93.26367153,1
17-046146,2017-02-09T00:10:30Z,traffic,Black,Female,45.01313258 -93.29495668,4
17-046155,2017-02-09T00:18:34Z,traffic,Other,Male,44.96269638 -93.28208,5
17-046156,2017-02-09T00:18:53Z,traffic,Black,Male,44.98830138 -93.3019668,4
17-046167,2017-02-09T00:28:13Z,traffic,Black,Male,44.9869616 -93.30186211,4
17-046172,2017-02-09T00:31:30Z,traffic,White,Male,45.00581259 -93.2630984,2
17-046180,2017-02-09T00:35:55Z,traffic,,,45.0048 -93.28799,4
17-046184,2017-02-09T00:38:42Z,traffic,Other,Male,44.97998625 -93.27428374,1
17-046187,2017-02-09T00:41:08Z,suspicious,Unknown,Male,45.05112 -93.29025,4
17-046197,2017-02-09T00:50:42Z,traffic,Black,Female,44.98077716 -93.29867129,4
17-046199,2017-02-09T00:50:58Z,suspicious,White,Male,45.00598 -93.23717,2
17-046200,2017-02-09T00:53:01Z,traffic,Latino,Male,45.04416174 -93.30172311,4
17-046231,2017-02-09T01:15:22Z,traffic,Unknown,Unknown,44.89787 -93.2781,5
17-046279,2017-02-09T02:04:36Z,traffic,Black,Female,44.99632 -93.29564,4
17-046322,2017-02-09T02:48:30Z,suspicious,Unknown,Male,45.00363907 -93.22883412,2
17-046338,2017-02-09T03:01:52Z,traffic,Black,Female,44.97733897 -93.26724577,1
17-046339,2017-02-09T03:02:08Z,traffic,Black,Male,44.95417818 -93.26007423,3
17-046343,2017-02-09T03:04:44Z,suspicious,Asian,Male,44.94473 -93.29195,5
17-046356,2017-02-09T03:16:18Z,suspicious,Unknown,Unknown,44.97643 -93.27697,1
17-046362,2017-02-09T03:20:51Z,suspicious,Asian,Male,44.99415 -93.30571,4
17-046365,2017-02-09T03:24:40Z,traffic,Latino,Male,45.00598 -93.30062,4
17-046368,2017-02-09T03:28:30Z,traffic,,,45.01217266 -93.24823633,2
17-046372,2017-02-09T03:30:25Z,traffic,White,Male,45.00239794 -93.30884425,4
17-046387,2017-02-09T03:47:00Z,traffic,Unknown,Male,44.96284 -93.25108,3
17-046397,2017-02-09T03:56:27Z,traffic,Black,Male,44.96051827 -93.29302864,5
17-046401,2017-02-09T04:00:27Z,traffic,White,Male,44.95822026 -93.28293748,5
17-046411,2017-02-09T04:09:14Z,traffic,White,Female,45.00198 -93.26309,2
17-046417,2017-02-09T04:13:00Z,suspicious,Unknown,Unknown,44.93864504 -93.25368877,3
17-046418,2017-02-09T04:14:20Z,traffic,Black,Male,44.99333717 -93.31142092,4
17-046432,2017-02-09T04:28:45Z,traffic,,,45.02408 -93.30705,4
17-046433,2017-02-09T04:28:45Z,traffic,Other,Male,44.94921324 -93.25630999,3
17-046434,2017-02-09T04:28:52Z,traffic,Native American,Male,45.02408 -93.30705,4
17-046439,2017-02-09T04:32:48Z,traffic,East African,Male,44.95034101 -93.28363451,5
17-046449,2017-02-09T04:39:53Z,traffic,Black,Male,44.99916 -93.29717,4
17-046455,2017-02-09T04:43:47Z,suspicious,,,44.99421887 -93.25242625,2
17-046486,2017-02-09T05:07:38Z,traffic,Other,Male,45.03555 -93.24722,2
17-046517,2017-02-09T05:29:30Z,traffic,Latino,Male,44.92958552 -93.27792165,5
17-046518,2017-02-09T05:31:32Z,traffic,Asian,Male,44.95732 -93.26259,3
17-046521,2017-02-09T05:33:42Z,traffic,Black,Female,44.99948 -93.30192,4
17-046522,2017-02-09T05:34:26Z,traffic,Latino,Male,44.94837 -93.24996,3
17-046523,2017-02-09T05:35:18Z,traffic,East African,Male,44.95642818 -93.27786411,5
17-046524,2017-02-09T05:35:34Z,suspicious,Latino,Female,44.95733541 -93.25051548,3
17-046526,2017-02-09T05:36:24Z,traffic,White,Male,44.94837 -93.28682,5
17-046529,2017-02-09T05:40:19Z,traffic,Latino,Male,45.01324 -93.30951,4
17-046532,2017-02-09T05:41:56Z,suspicious,Black,Male,44.99593 -93.2473,2
17-046534,2017-02-09T05:43:17Z,suspicious,White,Female,45.00025 -93.29259,4
17-046535,2017-02-09T05:44:02Z,traffic,White,Male,44.96180077 -93.2778187,5
17-046539,2017-02-09T05:46:34Z,traffic,Asian,Female,44.94922369 -93.29509068,5
17-046542,2017-02-09T05:48:42Z,traffic,White,Female,44.94661 -93.28812,5
17-046544,2017-02-09T05:50:03Z,traffic,Other,Female,44.94835309 -93.2760326,5
17-046547,2017-02-09T05:53:38Z,traffic,Latino,Male,44.9483555 -93.27730268,5
17-046556,2017-02-09T05:59:36Z,suspicious,East African,Male,44.96846 -93.28605,1
17-046558,2017-02-09T06:05:17Z,traffic,Latino,Male,44.9627 -93.28673,5
17-046560,2017-02-09T06:09:23Z,suspicious,Asian,Female,44.94838 -93.23318,3
17-046570,2017-02-09T06:24:31Z,suspicious,Black,Female,45.0203 -93.28804,4
17-046577,2017-02-09T06:29:08Z,traffic,White,Male,44.99138346 -93.22713433,2
17-046579,2017-02-09T06:31:00Z,traffic,White,Male,45.02039 -93.27278,2
17-046582,2017-02-09T06:36:15Z,traffic,White,Female,44.94317 -93.26261,3
17-046586,2017-02-09T06:41:30Z,traffic,Latino,Female,44.94834704 -93.27880784,5
17-046605,2017-02-09T07:06:20Z,suspicious,Unknown,Male,45.02672072 -93.29817722,4
17-046608,2017-02-09T07:13:25Z,suspicious,Unknown,Unknown,44.99524769 -93.30949539,4
17-046611,2017-02-09T07:17:39Z,suspicious,Black,Male,45.00963 -93.30696,4
17-046617,2017-02-09T07:24:58Z,suspicious,Unknown,Unknown,44.94474 -93.2797,5
17-046618,2017-02-09T07:26:46Z,traffic,White,Female,44.91963 -93.27795,5
17-046620,2017-02-09T07:29:25Z,suspicious,White,Male,44.93954 -93.27791,5
17-046622,2017-02-09T07:30:38Z,suspicious,Black,Male,44.94837 -93.24996,3
17-046637,2017-02-09T08:02:42Z,suspicious,,,44.94278183 -93.32622618,5
17-046640,2017-02-09T08:04:40Z,traffic,,,44.9627 -93.29147,5
17-046646,2017-02-09T08:19:31Z,traffic,,,44.97614 -93.26735,1
17-046650,2017-02-09T08:25:56Z,suspicious,White,Male,44.95195 -93.26264,3
17-046667,2017-02-09T08:59:14Z,traffic,Black,Male,45.0059 -93.28182,4
17-046676,2017-02-09T09:20:45Z,traffic,Black,Male,45.0132 -93.30191,4
17-046685,2017-02-09T09:49:04Z,traffic,Black,Male,44.96273 -93.25482,3
17-046688,2017-02-09T10:01:22Z,suspicious,Black,Male,44.95285013 -93.25119502,3
17-046703,2017-02-09T10:35:38Z,suspicious,Unknown,Male,45.00024005 -93.29028844,4
17-046711,2017-02-09T11:08:21Z,suspicious,Black,Male,44.93411 -93.23845,3
17-046732,2017-02-09T12:29:38Z,suspicious,Unknown,Male,44.98086593 -93.27076425,1
17-046751,2017-02-09T13:29:13Z,suspicious,Black,Male,44.9987799999999 -93.30949,4
17-046760,2017-02-09T13:50:08Z,suspicious,Unknown,Male,45.03055094 -93.29577048,4
17-046810,2017-02-09T15:15:57Z,traffic,White,Male,44.95507459 -93.30012144,5
17-046813,2017-02-09T15:24:38Z,traffic,White,Female,44.95390606 -93.29987732,5
17-046816,2017-02-09T15:33:10Z,traffic,White,Female,44.95417979 -93.30110877,5
17-046825,2017-02-09T15:46:01Z,traffic,White,Male,44.95417979 -93.30110877,5
17-046827,2017-02-09T15:49:55Z,traffic,White,Female,44.95417979 -93.30110877,5
17-046831,2017-02-09T15:55:31Z,traffic,White,Female,44.95334138 -93.30090409,5
17-046835,2017-02-09T15:59:43Z,traffic,White,Female,44.95507459 -93.30012144,5
17-046843,2017-02-09T16:07:27Z,traffic,Other,Male,44.95375021 -93.29838718,5
17-046851,2017-02-09T16:22:45Z,traffic,White,Male,44.95246066 -93.30052952,5
17-046855,2017-02-09T16:26:53Z,suspicious,,,45.04117575 -93.29272821,4
17-046862,2017-02-09T16:31:32Z,traffic,White,Female,44.89787 -93.2781,5
17-046865,2017-02-09T16:39:35Z,traffic,White,Male,44.95334138 -93.30090409,5
17-046869,2017-02-09T16:41:46Z,suspicious,Black,Male,44.94921413 -93.27157562,3
17-046870,2017-02-09T16:42:05Z,traffic,White,Male,44.89786467 -93.27873762,5
17-046885,2017-02-09T16:56:05Z,traffic,,,45.00148 -93.28181,4
17-046944,2017-02-09T17:41:25Z,suspicious,,,44.99695 -93.30821,4
17-047009,2017-02-09T18:29:57Z,traffic,White,Male,45.00026 -93.29564,4
17-047017,2017-02-09T18:35:52Z,traffic,Black,Male,44.98791 -93.3121,4
17-047018,2017-02-09T18:36:06Z,traffic,East African,Male,44.99319453 -93.30822428,4
17-047031,2017-02-09T18:45:24Z,traffic,,,45.0329 -93.23711,2
17-047035,2017-02-09T18:52:54Z,traffic,Black,Male,44.98230574 -93.23708617,2
17-047038,2017-02-09T18:53:21Z,suspicious,,,45.04117524 -93.29657605,4
17-047042,2017-02-09T18:59:37Z,traffic,Black,Female,45.00482 -93.29411,4
17-047043,2017-02-09T18:59:59Z,traffic,Black,Male,44.97897 -93.30452,4
17-047044,2017-02-09T19:00:35Z,suspicious,East African,Male,44.96471066 -93.27781232,5
17-047050,2017-02-09T19:08:58Z,traffic,Black,Female,44.94659858 -93.29639332,5
17-047063,2017-02-09T19:13:43Z,suspicious,Black,Male,45.03547 -93.29134,4
17-047064,2017-02-09T19:14:41Z,traffic,Latino,Female,44.98609 -93.30323,4
17-047068,2017-02-09T19:19:04Z,suspicious,Unknown,Unknown,44.94837 -93.24996,3
17-047118,2017-02-09T20:10:29Z,traffic,,,44.94837 -93.25123,3
17-047141,2017-02-09T20:37:22Z,suspicious,Unknown,Unknown,44.99632436 -93.29829373,4
17-047143,2017-02-09T20:40:18Z,suspicious,Unknown,Unknown,44.92152 -93.24731,3
17-047151,2017-02-09T20:50:36Z,suspicious,Unknown,Unknown,44.99632436 -93.29829373,4
17-047159,2017-02-09T20:59:12Z,traffic,White,Male,44.97824 -93.26,1
17-047164,2017-02-09T21:04:10Z,suspicious,Unknown,Unknown,44.99664296 -93.30821117,4
17-047168,2017-02-09T21:08:02Z,traffic,Black,Male,44.99059354 -93.30195912,4
17-047182,2017-02-09T21:17:19Z,suspicious,,,45.01505 -93.31207,4
17-047190,2017-02-09T21:23:33Z,suspicious,White,Male,44.94748459 -93.28810737,5
17-047193,2017-02-09T21:26:42Z,traffic,,,44.97392386 -93.22241805,2
17-047202,2017-02-09T21:34:24Z,traffic,Black,Male,45.01767683 -93.24727148,2
17-047205,2017-02-09T21:38:48Z,traffic,Black,Male,45.007092 -93.31204918,4
17-047207,2017-02-09T21:40:09Z,suspicious,Unknown,Unknown,45.01589753 -93.30064578,4
17-047208,2017-02-09T21:40:24Z,traffic,Black,Female,44.94836 -93.28938,5
17-047212,2017-02-09T21:41:32Z,traffic,Unknown,Male,45.00772 -93.28799,4
17-047220,2017-02-09T21:45:28Z,traffic,Black,Female,44.94566461 -93.27970023,5
17-047229,2017-02-09T21:54:44Z,traffic,Black,Female,45.00783 -93.3134,4
17-047233,2017-02-09T21:56:31Z,suspicious,Unknown,Unknown,44.89156817 -93.29087918,5
17-047317,2017-02-09T23:10:18Z,suspicious,,,44.95554 -93.29679,5
17-047332,2017-02-09T23:20:46Z,suspicious,Unknown,Unknown,44.96182 -93.2574,3
17-047334,2017-02-09T23:23:43Z,suspicious,,,44.97134986 -93.27313433,1
17-047348,2017-02-09T23:28:45Z,suspicious,Native American,Male,44.9572173 -93.24485196,3
17-047356,2017-02-09T23:33:06Z,traffic,White,Male,44.89233672 -93.27874776,5
17-047358,2017-02-09T23:33:38Z,traffic,White,Female,44.93408 -93.28566,5
17-047359,2017-02-09T23:34:51Z,traffic,White,Female,45.0089 -93.24737,2
17-047373,2017-02-09T23:48:07Z,traffic,Black,Female,44.93773 -93.27791,5
17-047382,2017-02-09T23:55:29Z,suspicious,Black,Male,44.95912 -93.26002,3
17-047415,2017-02-10T00:23:38Z,suspicious,Black,Female,44.93954 -93.27791,5
17-047418,2017-02-10T00:24:21Z,traffic,,,44.9816 -93.23853,2
17-047438,2017-02-10T00:40:45Z,suspicious,Black,Male,44.94836 -93.28135,5
17-047444,2017-02-10T00:44:49Z,traffic,,,44.94394121 -93.27792873,5
17-047468,2017-02-10T01:01:31Z,traffic,Asian,Female,44.94663 -93.27793,5
17-047487,2017-02-10T01:12:38Z,traffic,Black,Female,44.95732 -93.26896,3
17-047497,2017-02-10T01:18:28Z,suspicious,Black,Male,45.01493 -93.29307,4
17-047508,2017-02-10T01:24:38Z,suspicious,Unknown,Unknown,45.03341 -93.24475,2
17-047521,2017-02-10T01:33:59Z,suspicious,White,Male,44.90141 -93.24753,3
17-047526,2017-02-10T01:36:36Z,traffic,White,Male,44.96269 -93.27781,5
17-047531,2017-02-10T01:39:39Z,suspicious,Black,Male,45.01854 -93.29307,4
17-047532,2017-02-10T01:41:29Z,traffic,East African,Male,44.98617 -93.27013,1
17-047547,2017-02-10T01:55:16Z,traffic,Black,Female,44.94663 -93.27793,5
17-047573,2017-02-10T02:16:00Z,traffic,White,Male,44.93953 -93.27974,5
17-047589,2017-02-10T02:28:53Z,suspicious,Black,Male,44.99913277 -93.28529706,4
17-047606,2017-02-10T02:39:03Z,traffic,White,Male,44.93774 -93.27664,5
17-047612,2017-02-10T02:46:44Z,suspicious,Native American,Female,44.99869 -93.24731,2
17-047627,2017-02-10T02:53:08Z,suspicious,Unknown,Unknown,44.92423297 -93.24857815,3
17-047643,2017-02-10T03:02:11Z,suspicious,Other,Unknown,44.99149848 -93.30257997,4
17-047655,2017-02-10T03:10:45Z,traffic,Black,Male,44.94926 -93.30082,5
17-047659,2017-02-10T03:12:50Z,traffic,White,Male,44.93412072 -93.27726226,5
